,Profit Ratio,ONE,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Manufacturer,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
2280,26%,1,Office Supplies,Bakersfield,United States,Patrick Gardner,0%,1,9/29/2018,CA-2018-140186,93309.0,Fellowes,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",25,2,West,98,Consumer,10/2/2018,First Class,California,Appliances
2281,26%,1,Office Supplies,Pasadena,United States,Roy Collins,0%,1,6/20/2017,CA-2017-141397,91104.0,Belkin,Belkin 6 Outlet Metallic Surge Strip,6,2,West,22,Consumer,6/21/2017,First Class,California,Appliances
2282,25%,1,Office Supplies,San Jose,United States,Neola Schneider,0%,1,10/1/2018,CA-2018-129378,95123.0,Belkin,"Belkin 325VA UPS Surge Protector, 6'",60,2,West,242,Consumer,10/2/2018,First Class,California,Appliances
2283,26%,1,Office Supplies,Los Angeles,United States,Arthur Prichep,0%,1,4/27/2018,CA-2018-168228,90045.0,Boston,Boston Home & Office Model 2000 Electric Pencil Sharpeners,12,2,West,47,Consumer,4/29/2018,First Class,California,Art
2284,26%,1,Office Supplies,Los Angeles,United States,William Brown,0%,1,6/29/2018,CA-2018-138149,90049.0,Newell,Newell 328,3,2,West,12,Consumer,6/30/2018,First Class,California,Art
2285,47%,1,Office Supplies,San Francisco,United States,Anna Andreadi,0%,1,7/4/2017,CA-2017-147137,94109.0,Other,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",21,2,West,44,Consumer,7/6/2017,First Class,California,Envelopes
2286,2%,1,Office Supplies,Los Angeles,United States,Guy Thornton,0%,1,7/3/2017,CA-2017-130029,90049.0,Other,"Brites Rubber Bands, 1 1/2 oz. Box",0,2,West,4,Consumer,7/6/2017,First Class,California,Fasteners
2287,41%,1,Office Supplies,Redondo Beach,United States,Joseph Holt,0%,1,9/5/2017,CA-2017-151372,90278.0,Advantus,Advantus Push Pins,2,2,West,4,Consumer,9/6/2017,First Class,California,Fasteners
2288,46%,1,Office Supplies,San Diego,United States,Dennis Kane,0%,1,12/12/2016,CA-2016-145065,92105.0,Other,Staples,4,2,West,8,Consumer,12/15/2016,First Class,California,Fasteners
2289,48%,1,Office Supplies,Seattle,United States,Christina DeMoss,0%,1,11/18/2018,US-2018-132444,98105.0,OIC,Binder Clips by OIC,1,2,West,3,Consumer,11/21/2018,First Class,Washington,Fasteners
2290,48%,1,Office Supplies,Los Angeles,United States,Emily Phan,0%,1,12/18/2018,CA-2018-102099,90008.0,Xerox,Xerox 1996,6,2,West,13,Consumer,12/19/2018,First Class,California,Paper
2291,48%,1,Office Supplies,Los Angeles,United States,Guy Thornton,0%,1,7/3/2017,CA-2017-130029,90049.0,Xerox,Xerox 200,6,2,West,13,Consumer,7/6/2017,First Class,California,Paper
2292,48%,1,Office Supplies,Redondo Beach,United States,Joseph Holt,0%,1,9/5/2017,CA-2017-151372,90278.0,Other,14-7/8 x 11 Blue Bar Computer Printout Paper,46,2,West,96,Consumer,9/6/2017,First Class,California,Paper
2293,47%,1,Office Supplies,San Francisco,United States,Troy Staebel,0%,1,6/16/2018,CA-2018-105214,94122.0,Wirebound,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",9,2,West,19,Consumer,6/19/2018,First Class,California,Paper
2294,25%,1,Office Supplies,Los Angeles,United States,Lena Radford,0%,1,1/3/2017,CA-2017-125206,90045.0,Other,Recycled Steel Personal File for Hanging File Folders,29,2,West,114,Consumer,1/5/2017,First Class,California,Storage
2295,26%,1,Office Supplies,San Francisco,United States,Alex Avila,0%,1,10/4/2016,CA-2016-121391,94109.0,Tenex,"Tenex Personal Project File with Scoop Front Design, Black",7,2,West,27,Consumer,10/7/2016,First Class,California,Storage
2296,27%,1,Office Supplies,San Francisco,United States,Erin Creighton,0%,1,7/31/2018,CA-2018-161102,94110.0,Eldon,Eldon Portable Mobile Manager,15,2,West,57,Consumer,8/3/2018,First Class,California,Storage
2297,15%,1,Office Supplies,Seattle,United States,Raymond Buch,0%,1,3/23/2018,CA-2018-140151,98115.0,Acco,Acco Perma 4000 Stacking Storage Drawers,5,2,West,32,Consumer,3/25/2018,First Class,Washington,Storage
2298,26%,1,Office Supplies,Los Angeles,United States,Shahid Shariari,0%,1,11/15/2015,CA-2015-127558,90008.0,Acme,Acme Box Cutter Scissors,5,2,West,20,Consumer,11/18/2015,First Class,California,Supplies
2299,28%,1,Office Supplies,Lake Forest,United States,Justin MacKendrick,0%,1,8/12/2018,CA-2018-158169,92630.0,Avanti,Avanti 4.4 Cu. Ft. Refrigerator,152,3,West,543,Consumer,8/15/2018,First Class,California,Appliances
2300,27%,1,Office Supplies,Los Angeles,United States,Zuschuss Donatelli,0%,1,6/11/2018,CA-2018-141481,90036.0,Kensington,Kensington 6 Outlet Guardian Standard Surge Protector,17,3,West,61,Consumer,6/14/2018,First Class,California,Appliances
2301,27%,1,Office Supplies,Oakland,United States,Patrick Ryan,0%,1,8/21/2018,US-2018-109253,94601.0,Fellowes,Fellowes Command Center 5-outlet power strip,55,3,West,204,Consumer,8/22/2018,First Class,California,Appliances
2302,27%,1,Office Supplies,San Francisco,United States,Sheri Gordon,0%,1,11/28/2015,CA-2015-159800,94109.0,Acco,Acco 6 Outlet Guardian Premium Surge Suppressor,12,3,West,44,Consumer,12/1/2015,First Class,California,Appliances
2303,27%,1,Office Supplies,Los Angeles,United States,Emily Phan,0%,1,12/18/2018,CA-2018-102099,90008.0,Newell,Newell 327,2,3,West,7,Consumer,12/19/2018,First Class,California,Art
2304,46%,1,Office Supplies,Los Angeles,United States,Arthur Prichep,0%,1,4/27/2018,CA-2018-168228,90045.0,Newell,Newell Chalk Holder,6,3,West,12,Consumer,4/29/2018,First Class,California,Art
2305,28%,1,Office Supplies,Los Angeles,United States,Frank Preis,0%,1,12/7/2015,CA-2015-138737,90049.0,Newell,Newell 32,2,3,West,9,Consumer,12/10/2015,First Class,California,Art
2306,29%,1,Office Supplies,Los Angeles,United States,Tim Brockman,0%,1,11/14/2017,US-2017-112970,90049.0,Newell,Newell 35,3,3,West,10,Consumer,11/15/2017,First Class,California,Art
2307,29%,1,Office Supplies,San Francisco,United States,Lena Cacioppo,0%,1,5/3/2016,CA-2016-150770,94109.0,Newell,Newell 317,3,3,West,9,Consumer,5/6/2016,First Class,California,Art
2308,26%,1,Office Supplies,Seattle,United States,Aaron Bergman,0%,1,3/7/2015,CA-2015-156587,98103.0,Newell,Newell 330,5,3,West,18,Consumer,3/8/2015,First Class,Washington,Art
2309,48%,1,Office Supplies,Los Angeles,United States,Sanjit Chand,0%,1,11/23/2015,US-2015-157385,90004.0,Other,Pastel Pink Envelopes,10,3,West,22,Consumer,11/25/2015,First Class,California,Envelopes
2310,47%,1,Office Supplies,San Francisco,United States,Susan Pistek,0%,1,4/13/2017,CA-2017-152800,94109.0,Poly,Poly String Tie Envelopes,3,3,West,6,Consumer,4/15/2017,First Class,California,Envelopes
2311,45%,1,Office Supplies,Los Angeles,United States,Trudy Brown,0%,1,5/8/2017,CA-2017-111696,90004.0,Xerox,Xerox 1920,8,3,West,18,Consumer,5/10/2017,First Class,California,Paper
2312,48%,1,Office Supplies,Los Angeles,United States,Jason Fortune-,0%,1,4/12/2017,CA-2017-163594,90036.0,Xerox,Xerox 206,9,3,West,19,Consumer,4/14/2017,First Class,California,Paper
2313,48%,1,Office Supplies,Moreno Valley,United States,Sue Ann Reed,0%,1,2/22/2015,CA-2015-133354,92553.0,Xerox,Xerox 220,9,3,West,19,Consumer,2/24/2015,First Class,California,Paper
2314,47%,1,Office Supplies,San Francisco,United States,Roger Demir,0%,1,7/20/2015,CA-2015-157546,94122.0,Wirebound,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",11,3,West,23,Consumer,7/22/2015,First Class,California,Paper
2315,48%,1,Office Supplies,Seattle,United States,Raymond Buch,0%,1,3/23/2018,CA-2018-140151,98115.0,Xerox,Xerox 1898,10,3,West,20,Consumer,3/25/2018,First Class,Washington,Paper
2316,29%,1,Office Supplies,Inglewood,United States,Luke Foster,0%,1,12/8/2018,CA-2018-148264,90301.0,Akro,Akro-Mils 12-Gallon Tote,9,3,West,30,Consumer,12/9/2018,First Class,California,Storage
2317,30%,1,Office Supplies,Los Angeles,United States,William Brown,0%,1,6/29/2018,CA-2018-138149,90049.0,Other,"Trav-L-File Heavy-Duty Shuttle II, Black",39,3,West,131,Consumer,6/30/2018,First Class,California,Storage
2318,6%,1,Office Supplies,Pasadena,United States,Roy Collins,0%,1,6/20/2017,CA-2017-141397,91104.0,Fellowes,Fellowes Bankers Box Recycled Super Stor/Drawer,10,3,West,162,Consumer,6/21/2017,First Class,California,Storage
2319,26%,1,Office Supplies,Santa Maria,United States,Nathan Cano,0%,1,4/18/2016,US-2016-113593,93454.0,Advantus,Advantus Rolling Drawer Organizers,30,3,West,115,Consumer,4/20/2016,First Class,California,Storage
2320,2%,1,Office Supplies,Seattle,United States,Aaron Bergman,0%,1,3/7/2015,CA-2015-156587,98103.0,Carina,"Carina 42""Hx23 3/4""W Media Storage Unit",5,3,West,243,Consumer,3/8/2015,First Class,Washington,Storage
2321,10%,1,Office Supplies,Seattle,United States,Christina DeMoss,0%,1,11/18/2018,US-2018-132444,98105.0,Fellowes,Fellowes Bankers Box Stor/Drawer Steel Plus,10,3,West,96,Consumer,11/21/2018,First Class,Washington,Storage
2322,26%,1,Office Supplies,Fresno,United States,Christina VanderZanden,0%,1,3/25/2018,US-2018-117534,93727.0,Acco,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,46,4,West,176,Consumer,3/26/2018,First Class,California,Appliances
2323,39%,1,Office Supplies,Los Angeles,United States,Phillip Flathmann,0%,1,11/3/2017,CA-2017-114972,90032.0,Honeywell,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,430,4,West,"1,101",Consumer,11/6/2017,First Class,California,Appliances
2324,34%,1,Office Supplies,San Francisco,United States,Ashley Jarboe,0%,1,11/28/2016,CA-2016-164497,94110.0,Holmes,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",15,4,West,45,Consumer,11/30/2016,First Class,California,Appliances
2325,27%,1,Office Supplies,Santa Clara,United States,Chloris Kastensmidt,0%,1,6/5/2017,CA-2017-110982,95051.0,Acco,Acco 6 Outlet Guardian Premium Surge Suppressor,16,4,West,58,Consumer,6/7/2017,First Class,California,Appliances
2326,27%,1,Office Supplies,Los Angeles,United States,Arthur Prichep,0%,1,4/27/2018,CA-2018-168228,90045.0,Boston,"Boston School Pro Electric Pencil Sharpener, 1670",33,4,West,124,Consumer,4/29/2018,First Class,California,Art
2327,29%,1,Office Supplies,Oakland,United States,Patrick Ryan,0%,1,8/21/2018,US-2018-109253,94601.0,Newell,Newell 336,5,4,West,17,Consumer,8/22/2018,First Class,California,Art
2328,36%,1,Office Supplies,San Francisco,United States,Patrick Gardner,0%,1,11/24/2018,CA-2018-123701,94110.0,BIC,BIC Liqua Brite Liner,10,4,West,28,Consumer,11/27/2018,First Class,California,Art
2329,49%,1,Office Supplies,Los Angeles,United States,Mike Vittorini,0%,1,6/17/2017,CA-2017-123512,90045.0,Xerox,Xerox 1914,108,4,West,220,Consumer,6/19/2017,First Class,California,Paper
2330,49%,1,Office Supplies,San Diego,United States,Charles Crestani,0%,1,7/20/2015,CA-2015-141726,92105.0,Xerox,Xerox 1897,10,4,West,20,Consumer,7/22/2015,First Class,California,Paper
2331,26%,1,Office Supplies,Pasadena,United States,Helen Andreada,0%,1,10/11/2015,CA-2015-157924,91104.0,Iris,Iris Project Case,8,4,West,32,Consumer,10/13/2015,First Class,California,Storage
2332,2%,1,Office Supplies,San Diego,United States,Charlotte Melton,0%,1,9/18/2016,CA-2016-101154,92105.0,Other,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",9,4,West,444,Consumer,9/21/2016,First Class,California,Storage
2333,2%,1,Office Supplies,San Francisco,United States,Anna Andreadi,0%,1,7/4/2017,CA-2017-147137,94109.0,Eldon,Eldon Shelf Savers Cubes and Bins,1,4,West,28,Consumer,7/6/2017,First Class,California,Storage
2334,29%,1,Office Supplies,Los Angeles,United States,Ben Wallace,0%,1,6/10/2018,CA-2018-143343,90032.0,Newell,Newell 351,5,5,West,16,Consumer,6/13/2018,First Class,California,Art
2335,26%,1,Office Supplies,Los Angeles,United States,Sonia Cooley,0%,1,9/29/2018,US-2018-141509,90036.0,Newell,Newell 334,26,5,West,99,Consumer,10/1/2018,First Class,California,Art
2336,33%,1,Office Supplies,Lancaster,United States,Guy Armstrong,0%,1,3/19/2016,CA-2016-149993,93534.0,Stockwell,Stockwell Push Pins,4,5,West,11,Consumer,3/20/2016,First Class,California,Fasteners
2337,48%,1,Office Supplies,Oakland,United States,Patrick Ryan,0%,1,8/21/2018,US-2018-109253,94601.0,Avery,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",25,5,West,52,Consumer,8/22/2018,First Class,California,Labels
2338,48%,1,Office Supplies,Los Angeles,United States,Emily Phan,0%,1,12/18/2018,CA-2018-102099,90008.0,Xerox,Xerox 213,16,5,West,32,Consumer,12/19/2018,First Class,California,Paper
2339,47%,1,Office Supplies,Los Angeles,United States,Xylona Preis,0%,1,10/9/2018,US-2018-115595,90032.0,Wirebound,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",17,5,West,35,Consumer,10/11/2018,First Class,California,Paper
2340,45%,1,Office Supplies,Moreno Valley,United States,Neoma Murray,0%,1,9/8/2016,CA-2016-162166,92553.0,Xerox,Xerox 1928,12,5,West,26,Consumer,9/11/2016,First Class,California,Paper
2341,6%,1,Office Supplies,Pocatello,United States,James Galang,0%,1,5/27/2018,US-2018-116897,83201.0,Fellowes,Fellowes Stor/Drawer Steel Plus Storage Drawers,29,5,West,477,Consumer,5/29/2018,First Class,Idaho,Storage
2342,29%,1,Office Supplies,Los Angeles,United States,Joni Blumstein,0%,1,12/5/2015,CA-2015-150203,90032.0,Fellowes,Fellowes 8 Outlet Superior Workstation Surge Protector,73,6,West,250,Consumer,12/7/2015,First Class,California,Appliances
2343,48%,1,Office Supplies,Los Angeles,United States,Mike Vittorini,0%,1,6/17/2017,CA-2017-123512,90045.0,Avery,Avery 496,11,6,West,23,Consumer,6/19/2017,First Class,California,Labels
2344,47%,1,Office Supplies,San Mateo,United States,Vivek Gonzalez,0%,1,7/8/2018,CA-2018-150189,94403.0,Avery,Avery 485,35,6,West,75,Consumer,7/10/2018,First Class,California,Labels
2345,47%,1,Office Supplies,Seattle,United States,Chris Cortes,0%,1,11/16/2018,US-2018-107888,98103.0,Xerox,Xerox 1933,35,6,West,74,Consumer,11/19/2018,First Class,Washington,Paper
2346,2%,1,Office Supplies,Moreno Valley,United States,Neoma Murray,0%,1,9/8/2016,CA-2016-162166,92553.0,Eldon,Eldon Shelf Savers Cubes and Bins,1,6,West,42,Consumer,9/11/2016,First Class,California,Storage
2347,27%,1,Office Supplies,Seattle,United States,Christina DeMoss,0%,1,11/18/2018,US-2018-132444,98105.0,Eldon,Eldon Portable Mobile Manager,46,6,West,170,Consumer,11/21/2018,First Class,Washington,Storage
2348,38%,1,Office Supplies,Los Angeles,United States,Rob Lucas,0%,1,5/22/2018,US-2018-151127,90049.0,Sanford,SANFORD Major Accent Highlighters,19,7,West,50,Consumer,5/25/2018,First Class,California,Art
2349,48%,1,Office Supplies,Bakersfield,United States,Patrick Gardner,0%,1,9/29/2018,CA-2018-140186,93309.0,Advantus,Advantus Plastic Paper Clips,17,7,West,35,Consumer,10/2/2018,First Class,California,Fasteners
2350,47%,1,Office Supplies,Los Angeles,United States,Phillip Flathmann,0%,1,11/3/2017,CA-2017-114972,90032.0,Avery,Avery 50,41,7,West,88,Consumer,11/6/2017,First Class,California,Labels
2351,48%,1,Office Supplies,Pasadena,United States,Roy Collins,0%,1,6/20/2017,CA-2017-141397,91104.0,Xerox,Xerox 1898,22,7,West,47,Consumer,6/21/2017,First Class,California,Paper
2352,2%,1,Office Supplies,Los Angeles,United States,Karen Daniels,0%,1,12/12/2016,CA-2016-110870,90032.0,Staple remover,Staple remover,1,7,West,26,Consumer,12/15/2016,First Class,California,Supplies
2353,28%,1,Office Supplies,Fresno,United States,Christina VanderZanden,0%,1,3/25/2018,US-2018-117534,93727.0,Staples in misc. colors,Staples in misc. colors,4,9,West,16,Consumer,3/26/2018,First Class,California,Art
2354,47%,1,Office Supplies,San Francisco,United States,Steven Cartwright,0%,1,1/30/2017,CA-2017-153661,94122.0,Avery,Avery 512,12,9,West,26,Consumer,1/31/2017,First Class,California,Labels
2355,48%,1,Office Supplies,Inglewood,United States,Luke Foster,0%,1,12/8/2018,CA-2018-148264,90301.0,Xerox,Xerox 1968,29,9,West,60,Consumer,12/9/2018,First Class,California,Paper
2356,48%,1,Office Supplies,Los Angeles,United States,Tracy Blumstein,0%,1,7/23/2018,CA-2018-133718,90045.0,Other,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),28,9,West,58,Consumer,7/26/2018,First Class,California,Paper
2357,25%,1,Office Supplies,San Francisco,United States,Steven Cartwright,0%,1,1/30/2017,CA-2017-153661,94122.0,Other,"File Shuttle II and Handi-File, Black",76,9,West,305,Consumer,1/31/2017,First Class,California,Storage
2358,23%,1,Office Supplies,Salem,United States,Guy Armstrong,20%,1,11/1/2016,US-2016-110163,97301.0,Other,Lumber Crayons,2,1,West,8,Consumer,11/4/2016,First Class,Oregon,Art
2359,35%,1,Office Supplies,Riverside,United States,Jack Lebron,20%,1,4/24/2017,CA-2017-138933,92503.0,Cardinal,Cardinal Holdit Business Card Pockets,1,1,West,4,Consumer,4/27/2017,First Class,California,Binders
2360,35%,1,Office Supplies,San Jose,United States,Neola Schneider,20%,1,10/1/2018,CA-2018-129378,95123.0,Wilson Jones,Wilson Jones Easy Flow II Sheet Lifters,1,1,West,1,Consumer,10/2/2018,First Class,California,Binders
2361,23%,1,Office Supplies,Colorado Springs,United States,Roy Collins,20%,1,12/26/2017,CA-2017-114538,80906.0,Sanford,SANFORD Major Accent Highlighters,3,2,West,11,Consumer,12/27/2017,First Class,Colorado,Art
2362,35%,1,Office Supplies,Bakersfield,United States,Patrick Gardner,20%,1,9/29/2018,CA-2018-140186,93309.0,Other,Binding Machine Supplies,16,2,West,47,Consumer,10/2/2018,First Class,California,Binders
2363,34%,1,Office Supplies,Redondo Beach,United States,Joseph Holt,20%,1,9/5/2017,CA-2017-151372,90278.0,Angle-D,"Angle-D Binders with Locking Rings, Label Holders",4,2,West,12,Consumer,9/6/2017,First Class,California,Binders
2364,36%,1,Office Supplies,San Diego,United States,Charles Crestani,20%,1,7/20/2015,CA-2015-141726,92105.0,Wilson Jones,Wilson Jones Custom Binder Spines & Labels,3,2,West,9,Consumer,7/22/2015,First Class,California,Binders
2365,36%,1,Office Supplies,San Diego,United States,Dennis Kane,20%,1,12/12/2016,CA-2016-145065,92105.0,Other,Recycled Premium Regency Composition Covers,9,2,West,24,Consumer,12/15/2016,First Class,California,Binders
2366,38%,1,Office Supplies,San Francisco,United States,Joseph Holt,20%,1,11/5/2017,CA-2017-148908,94109.0,GBC,GBC Twin Loop Wire Binding Elements,20,2,West,53,Consumer,11/8/2017,First Class,California,Binders
2367,35%,1,Office Supplies,San Francisco,United States,Lena Cacioppo,20%,1,5/3/2016,CA-2016-150770,94109.0,GBC,GBC Linen Binding Covers,17,2,West,50,Consumer,5/6/2016,First Class,California,Binders
2368,35%,1,Office Supplies,San Francisco,United States,Lena Cacioppo,20%,1,5/3/2016,CA-2016-150770,94109.0,Ibico,Ibico Recycled Linen-Style Covers,22,2,West,62,Consumer,5/6/2016,First Class,California,Binders
2369,35%,1,Office Supplies,San Francisco,United States,Steven Cartwright,20%,1,1/30/2017,CA-2017-153661,94122.0,GBC,GBC Wire Binding Strips,18,2,West,51,Consumer,1/31/2017,First Class,California,Binders
2370,35%,1,Office Supplies,Seattle,United States,Christina DeMoss,20%,1,11/18/2018,US-2018-132444,98105.0,Wilson Jones,"Wilson Jones 1"" Hanging DublLock Ring Binders",3,2,West,8,Consumer,11/21/2018,First Class,Washington,Binders
2371,38%,1,Office Supplies,Greeley,United States,Sean O'Donnell,20%,1,4/23/2018,CA-2018-101700,80634.0,Staple envelope,Staple envelope,7,2,West,19,Consumer,4/26/2018,First Class,Colorado,Envelopes
2372,31%,1,Office Supplies,Tucson,United States,Carol Triggs,20%,1,12/20/2015,CA-2015-138681,85705.0,Xerox,Xerox 1954,3,2,West,8,Consumer,12/22/2015,First Class,Arizona,Paper
2373,35%,1,Office Supplies,Denver,United States,Rick Hansen,20%,1,11/28/2018,CA-2018-121538,80219.0,Other,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",31,2,West,89,Consumer,12/1/2018,First Class,Colorado,Paper
2374,10%,1,Office Supplies,Portland,United States,Denny Ordway,20%,1,8/24/2016,CA-2016-169299,97206.0,Other,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",1,3,West,7,Consumer,8/26/2016,First Class,Oregon,Art
2375,38%,1,Office Supplies,Los Angeles,United States,Jennifer Jackson,20%,1,6/13/2016,CA-2016-127418,90004.0,Other,Aluminum Screw Posts,14,3,West,37,Consumer,6/14/2016,First Class,California,Binders
2376,35%,1,Office Supplies,Los Angeles,United States,Henry MacAllister,20%,1,10/2/2016,CA-2016-129917,90008.0,Pressboard,Pressboard Hanging Data Binders for Unburst Sheets,4,3,West,12,Consumer,10/3/2016,First Class,California,Binders
2377,38%,1,Office Supplies,Los Angeles,United States,Jason Fortune-,20%,1,4/12/2017,CA-2017-163594,90036.0,Other,Aluminum Screw Posts,14,3,West,37,Consumer,4/14/2017,First Class,California,Binders
